,University,Program,Criminal Record,Scholarship,Income
9217,4,0,0,3,high
9218,1,1,1,2,low
9219,1,0,1,1,high
9220,4,1,1,0,low
9221,1,0,1,2,high
9222,1,4,0,2,mid
9223,5,2,0,3,mid
9224,4,1,0,1,mid
9225,4,3,1,1,mid
9226,5,1,1,0,mid
9227,3,0,1,0,high
9228,4,1,0,0,low
9229,2,2,0,3,mid
9230,2,1,1,3,mid
9231,3,3,0,1,mid
9232,1,2,1,2,mid
9233,1,2,1,2,mid
9234,5,4,1,1,mid
9235,2,1,1,2,mid
9236,0,2,1,3,mid
9237,1,3,1,0,mid
9238,2,3,0,1,mid
9239,2,0,0,2,high
9240,4,1,0,3,low
9241,5,1,0,0,low
9242,0,0,0,3,high
9243,2,2,1,0,mid
9244,2,2,0,3,mid
9245,3,2,1,0,mid
9246,1,1,1,0,mid
9247,3,2,1,1,mid
9248,0,3,1,3,mid
9249,5,4,1,1,mid
9250,4,4,0,0,mid
9251,0,1,0,2,mid
9252,5,2,1,1,mid
9253,5,0,1,1,high
9254,3,4,1,3,mid
9255,0,0,0,2,high
9256,1,2,0,2,mid
9257,3,4,1,2,mid
9258,2,4,0,0,mid
9259,1,4,1,0,mid
9260,4,0,1,0,high
9261,5,3,1,0,mid
9262,3,3,0,3,mid
9263,2,4,1,0,mid
9264,0,3,1,2,mid
9265,0,0,0,3,high
9266,4,3,0,2,mid
9267,5,3,0,1,mid
9268,1,1,1,0,mid
9269,0,0,1,0,high
9270,5,1,0,0,mid
9271,1,1,1,2,low
9272,5,1,1,3,low
9273,0,0,0,1,high
9274,1,0,0,1,high
9275,2,0,0,3,high
9276,1,1,1,1,low
9277,1,0,0,1,high
9278,0,1,1,3,low
9279,5,1,0,1,low
9280,3,3,1,1,mid
9281,2,2,0,2,mid
9282,0,4,1,3,mid
9283,2,4,1,3,mid
9284,2,4,1,2,mid
9285,4,2,1,0,high
9286,2,1,0,3,low
9287,2,1,0,0,low
9288,3,4,0,0,mid
9289,2,3,1,1,mid
9290,4,0,0,3,high
9291,1,2,1,0,mid
9292,2,2,1,1,mid
9293,0,3,1,0,mid
9294,0,1,0,0,mid
9295,1,0,0,1,high
9296,2,1,1,1,mid
9297,2,4,0,1,mid
9298,4,3,1,2,mid
9299,3,2,1,0,mid
9300,3,4,1,3,mid
9301,2,4,0,3,mid
9302,2,1,1,3,mid
9303,4,3,0,1,mid
9304,0,4,1,0,mid
9305,4,2,0,0,mid
9306,5,0,1,0,high
9307,5,2,1,0,mid
9308,4,4,0,1,mid
9309,0,0,0,1,high
9310,3,2,0,1,mid
9311,0,3,0,2,mid
9312,3,3,1,0,mid
9313,0,3,0,3,mid
9314,1,4,1,0,mid
9315,0,0,1,1,high
9316,0,2,0,2,mid
9317,3,1,0,0,mid
9318,5,4,1,1,mid
9319,1,4,1,0,mid
9320,4,0,0,3,high
9321,4,0,0,2,high
9322,0,4,1,1,mid
9323,3,3,1,2,mid
9324,5,3,0,0,mid
9325,5,2,0,3,mid
9326,5,2,0,0,mid
9327,2,4,0,0,mid
9328,0,0,0,1,high
9329,1,0,0,2,high
9330,3,0,0,3,high
9331,1,1,1,3,low
9332,2,4,1,1,mid
9333,3,1,0,3,low
9334,4,4,0,2,mid
9335,1,2,0,2,mid
9336,1,3,1,0,mid
9337,5,0,1,1,high
9338,5,1,0,3,mid
9339,3,2,1,2,mid
9340,4,4,0,2,mid
9341,2,0,1,0,high
9342,0,1,1,1,mid
9343,4,0,1,3,high
9344,0,4,1,1,mid
9345,4,4,1,0,mid
9346,1,0,0,0,high
9347,2,3,0,2,mid
9348,5,0,0,0,high
9349,1,3,1,3,mid
9350,1,2,1,3,mid
9351,4,1,0,0,mid
9352,3,0,0,3,high
9353,5,3,1,3,mid
9354,1,4,1,0,mid
9355,4,1,0,0,low
9356,3,1,1,2,mid
9357,5,2,1,1,mid
9358,0,1,0,1,low
9359,5,3,1,1,mid
9360,2,0,1,3,high
9361,0,4,1,2,mid
9362,2,0,1,1,high
9363,3,2,1,0,mid
9364,0,3,0,3,mid
9365,4,4,0,1,mid
9366,1,2,1,1,mid
9367,2,0,1,3,high
9368,2,4,0,1,mid
9369,3,4,0,1,mid
9370,1,2,0,1,mid
9371,4,3,1,2,mid
9372,2,4,1,2,mid
9373,2,0,0,2,high
9374,5,3,1,3,mid
9375,2,1,1,3,low
9376,5,2,1,1,mid
9377,1,4,1,0,mid
9378,5,0,1,0,high
9379,2,1,0,1,low
9380,2,2,0,1,mid
9381,0,1,0,2,mid
9382,0,1,0,0,mid
9383,4,2,1,3,mid
9384,5,2,1,3,mid
9385,0,4,0,0,mid
9386,3,0,0,0,high
9387,0,4,0,0,mid
9388,1,0,1,2,high
9389,3,3,0,0,mid
9390,5,4,1,0,mid
9391,0,1,1,1,low
9392,3,3,1,1,mid
9393,4,2,0,0,mid
9394,0,2,0,2,mid
9395,2,4,0,2,mid
9396,2,3,0,0,mid
9397,1,3,0,1,mid
9398,5,3,0,3,mid
9399,3,4,0,3,mid
9400,4,4,1,0,mid
9401,4,1,1,0,low
9402,1,1,1,3,mid
9403,0,3,0,2,mid
9404,2,4,0,0,mid
9405,4,3,1,0,mid
9406,1,2,1,1,mid
9407,5,4,1,2,mid
9408,0,0,0,0,high
9409,3,4,1,1,mid
9410,3,2,1,0,mid
9411,4,4,0,1,mid
9412,0,1,1,3,low
9413,1,2,1,1,mid
9414,3,4,1,3,mid
9415,2,3,0,2,mid
9416,5,4,1,1,mid
9417,5,1,0,2,low
9418,0,4,1,3,mid
9419,5,0,0,3,high
9420,5,1,1,3,low
9421,1,1,1,3,low
9422,4,4,1,3,mid
9423,4,1,1,3,mid
9424,0,4,1,1,mid
9425,2,3,1,2,mid
9426,2,4,0,1,mid
9427,0,0,0,3,high
9428,4,3,1,3,mid
9429,0,1,0,0,low
9430,5,3,0,3,mid
9431,3,3,1,0,mid
9432,4,0,0,1,high
9433,2,1,1,2,mid
9434,2,3,0,1,mid
9435,0,2,0,1,mid
9436,5,1,0,1,low
9437,4,4,0,3,mid
9438,4,4,1,3,mid
9439,4,0,1,3,high
9440,1,3,1,1,mid
9441,3,1,0,1,mid
9442,4,3,0,1,mid
9443,5,4,1,2,mid
9444,5,2,1,1,mid
9445,4,3,1,1,mid
9446,5,4,1,1,mid
9447,2,4,1,1,mid
9448,2,4,1,1,mid
9449,2,1,0,2,low
9450,2,2,1,2,mid
9451,2,2,0,3,mid
9452,4,2,1,0,mid
9453,1,1,0,1,mid
9454,4,1,0,0,mid
9455,2,3,0,2,mid
9456,2,1,1,1,mid
9457,1,4,0,1,mid
9458,4,0,1,0,high
9459,1,4,0,2,mid
9460,5,0,0,1,high
9461,3,4,0,2,mid
9462,5,0,0,3,high
9463,5,3,0,0,mid
9464,3,0,0,2,high
9465,2,2,0,0,mid
9466,4,1,1,0,mid
9467,0,1,1,1,mid
9468,0,2,1,2,mid
9469,1,4,0,3,mid
9470,4,4,0,3,mid
9471,3,2,0,0,mid
9472,4,0,1,1,high
9473,4,0,0,0,high
9474,3,1,1,1,mid
9475,0,2,0,1,mid
9476,2,2,1,1,mid
9477,4,1,1,3,low
9478,5,4,0,2,mid
9479,2,4,0,1,mid
9480,0,1,1,2,low
9481,3,3,1,0,mid
9482,1,1,1,3,mid
9483,1,0,1,2,high
9484,0,3,1,2,mid
9485,5,3,0,0,mid
9486,2,0,0,2,high
9487,3,4,1,3,mid
9488,3,2,1,1,mid
9489,2,2,0,3,mid
9490,2,2,0,2,mid
9491,2,3,0,0,mid
9492,3,4,0,2,mid
9493,1,4,0,1,mid
9494,3,3,1,1,mid
9495,1,2,1,2,mid
9496,5,2,0,2,mid
9497,2,2,0,2,mid
9498,4,0,1,0,high
9499,5,1,0,2,low
9500,4,2,0,0,mid
9501,0,2,0,2,mid
9502,5,4,0,3,mid
9503,3,0,1,3,high
9504,5,4,0,0,mid
9505,0,0,0,1,high
9506,0,3,0,1,mid
9507,1,4,1,0,mid
9508,3,2,1,3,mid
9509,2,0,1,3,high
9510,4,3,0,0,mid
9511,1,4,0,1,mid
9512,0,3,1,3,mid
9513,2,1,0,2,low
9514,3,3,0,1,mid
9515,0,3,0,0,mid
9516,0,4,1,3,mid
9517,0,3,0,2,mid
9518,0,3,0,3,mid
9519,4,4,1,1,mid
9520,2,1,0,3,low
9521,3,0,1,2,high
9522,1,3,1,2,mid
9523,1,3,0,3,mid
9524,5,3,0,0,mid
9525,2,3,1,3,mid
9526,4,1,1,3,low
9527,0,4,1,0,mid
9528,5,4,0,1,mid
9529,2,2,0,1,mid
9530,2,0,0,1,high
9531,4,1,1,3,mid
9532,3,4,0,2,mid
9533,2,3,1,1,mid
9534,4,2,1,2,mid
9535,4,0,1,3,high
9536,2,4,0,2,mid
9537,4,2,0,2,mid
9538,1,4,1,0,mid
9539,1,4,1,2,mid
9540,3,0,0,1,high
9541,3,2,1,1,mid
9542,2,2,1,1,mid
9543,5,0,0,0,high
9544,4,2,1,3,mid
9545,5,1,1,2,low
9546,2,3,1,0,mid
9547,2,1,1,1,low
9548,4,0,1,3,high
9549,4,2,1,0,mid
9550,3,1,0,0,mid
9551,1,0,1,0,high
9552,3,3,1,2,mid
9553,5,1,1,1,mid
9554,0,1,0,1,low
9555,0,0,0,1,high
9556,1,2,1,3,mid
9557,4,4,1,1,mid
9558,4,2,0,1,mid
9559,1,3,1,2,mid
9560,0,0,0,0,high
9561,1,4,0,3,mid
9562,0,1,0,3,low
9563,1,4,0,2,mid
9564,2,0,0,2,high
9565,4,1,1,0,mid
9566,5,1,0,1,low
9567,0,3,0,2,mid
9568,1,4,0,2,mid
9569,2,4,1,0,mid
9570,5,1,1,1,low
9571,2,0,1,2,high
9572,0,4,1,2,mid
9573,0,4,0,1,mid
9574,5,2,1,0,mid
9575,4,3,1,3,mid
9576,2,4,1,0,mid
9577,1,1,1,1,mid
9578,5,1,0,1,low
9579,5,2,1,3,mid
9580,5,4,0,0,mid
9581,1,0,0,3,high
9582,0,0,1,0,high
9583,4,0,1,1,high
9584,5,0,1,2,high
9585,2,3,0,1,mid
9586,4,0,1,2,high
9587,4,2,0,2,mid
9588,2,2,0,1,mid
9589,0,1,0,2,mid
9590,1,0,0,2,high
9591,3,0,0,2,high
9592,4,4,0,2,mid
9593,1,2,1,1,mid
9594,3,0,1,1,high
9595,0,0,0,3,high
9596,4,4,1,0,mid
9597,3,3,0,3,mid
9598,4,3,0,0,mid
9599,0,2,0,0,mid
9600,2,1,0,3,mid
9601,1,4,1,3,mid
9602,5,1,1,3,mid
9603,1,3,1,3,mid
9604,0,2,0,0,mid
9605,5,0,0,0,high
9606,5,4,0,2,mid
9607,2,3,1,1,mid
9608,5,2,1,0,mid
9609,0,1,1,1,mid
9610,3,3,1,0,mid
9611,3,4,0,2,mid
9612,5,0,0,3,high
9613,0,1,1,1,low
9614,4,1,1,2,low
9615,1,0,0,3,high
9616,3,1,1,2,mid
9617,1,4,0,3,mid
9618,5,3,0,1,mid
9619,5,2,0,3,mid
9620,0,1,0,0,low
9621,3,4,1,3,mid
9622,3,2,0,2,mid
9623,5,2,1,2,mid
9624,0,0,1,0,high
9625,0,4,0,3,mid
9626,5,3,0,1,mid
9627,2,3,0,2,mid
9628,0,4,1,1,mid
9629,5,3,1,3,mid
9630,4,3,1,1,mid
9631,1,3,0,3,mid
9632,1,1,1,0,mid
9633,1,2,1,0,mid
9634,3,4,0,1,mid
9635,2,4,1,1,mid
9636,2,1,1,3,low
9637,4,3,0,3,mid
9638,0,1,0,3,low
9639,0,0,1,1,high
9640,0,4,1,1,mid
9641,3,4,1,3,mid
9642,0,3,1,0,mid
9643,3,0,0,2,high
9644,3,0,1,0,high
9645,3,4,1,3,mid
9646,4,0,1,1,high
9647,0,4,0,1,mid
9648,1,4,1,3,mid
9649,2,2,0,0,mid
9650,4,2,0,0,mid
9651,1,3,1,0,mid
9652,3,3,1,2,mid
9653,3,2,1,2,mid
9654,0,2,1,2,mid
9655,1,3,0,0,mid
9656,2,0,1,1,high
9657,3,4,0,1,mid
9658,4,1,0,2,low
9659,4,4,1,2,mid
9660,1,1,0,1,mid
9661,2,1,1,3,low
9662,2,0,1,0,high
9663,5,2,1,3,mid
9664,0,1,1,1,low
9665,4,4,0,1,mid
9666,1,0,1,3,high
9667,5,2,1,0,mid
9668,2,2,1,0,mid
9669,5,3,1,1,mid
9670,4,4,1,1,mid
9671,1,3,0,3,mid
9672,3,4,0,3,mid
9673,2,4,1,3,mid
9674,0,1,1,2,mid
9675,1,3,0,0,mid
9676,5,1,1,1,mid
9677,1,4,1,3,mid
9678,5,1,0,2,low
9679,5,0,0,3,high
9680,3,2,0,3,mid
9681,1,1,1,2,mid
9682,4,2,1,0,mid
9683,3,1,0,0,low
9684,2,2,1,0,mid
9685,5,2,1,1,mid
9686,0,0,1,2,high
9687,1,3,0,3,mid
9688,2,3,0,3,mid
9689,1,2,1,0,mid
9690,2,2,1,0,mid
9691,1,0,1,2,high
9692,1,1,1,2,low
9693,1,1,1,0,mid
9694,4,3,0,0,mid
9695,0,3,1,1,mid
9696,4,1,0,2,mid
9697,0,3,0,2,mid
9698,4,4,1,3,mid
9699,1,4,1,1,mid
9700,3,4,1,1,mid
9701,4,3,0,0,mid
9702,5,1,0,2,low
9703,1,3,0,1,mid
9704,5,0,1,0,high
9705,2,0,1,2,high
9706,3,0,0,3,high
9707,0,1,0,0,mid
9708,5,1,1,1,low
9709,3,2,0,1,mid
9710,3,1,1,1,mid
9711,2,4,1,3,mid
9712,2,1,0,1,low
9713,4,2,1,1,mid
9714,5,4,1,1,mid
9715,1,4,1,2,mid
9716,3,2,1,2,mid
9717,5,1,0,1,mid
9718,3,0,0,3,high
9719,2,2,1,1,mid
9720,5,1,1,3,mid
9721,3,2,0,1,mid
9722,3,0,1,1,high
9723,1,4,1,3,mid
9724,5,0,1,3,high
9725,0,0,1,3,high
9726,4,0,0,2,high
9727,1,0,1,2,high
9728,5,4,1,2,mid
9729,0,2,1,3,mid
9730,2,1,0,0,mid
9731,2,2,1,3,mid
9732,0,0,1,1,high
9733,4,0,1,0,high
9734,1,4,1,0,mid
9735,2,0,0,3,high
9736,2,1,0,0,low
9737,4,2,0,1,mid
9738,3,1,0,3,mid
9739,4,1,1,3,mid
9740,3,0,0,1,high
9741,5,0,0,0,high
9742,2,4,0,2,mid
9743,2,0,1,0,high
9744,1,3,1,2,mid
9745,0,3,1,0,mid
9746,4,1,0,0,mid
9747,1,1,1,2,low
9748,3,2,1,0,mid
9749,1,3,0,1,mid
9750,4,0,0,2,high
9751,3,1,1,0,low
9752,2,0,1,1,high
9753,3,0,0,0,high
9754,2,2,1,0,mid
9755,3,2,1,2,mid
9756,0,1,0,3,low
9757,1,3,1,1,mid
9758,0,1,0,3,low
9759,2,3,1,1,mid
9760,1,4,1,2,mid
9761,3,4,1,2,mid
9762,0,3,1,2,mid
9763,3,1,1,3,mid
9764,4,2,0,2,mid
9765,2,4,1,1,mid
9766,5,4,1,0,mid
9767,1,2,0,2,mid
9768,2,1,1,0,low
9769,1,2,0,3,mid
9770,0,0,1,3,high
9771,5,4,1,2,mid
9772,4,1,0,3,mid
9773,1,3,0,1,mid
9774,4,0,1,3,high
9775,2,3,1,1,mid
9776,0,3,1,1,mid
9777,0,4,0,1,mid
9778,5,0,1,0,high
9779,4,2,0,3,mid
9780,3,4,0,1,mid
9781,2,2,1,3,mid
9782,0,1,1,2,mid
9783,0,0,1,3,high
9784,2,3,1,2,mid
9785,3,3,0,2,mid
9786,5,2,0,0,mid
9787,0,1,1,2,mid
9788,3,2,0,0,mid
9789,4,0,0,1,high
9790,4,4,0,2,mid
9791,1,0,1,3,high
9792,3,1,0,3,low
9793,0,1,1,1,low
9794,5,2,0,3,mid
9795,4,2,1,0,mid
9796,2,3,1,0,mid
9797,1,3,0,3,mid
9798,2,2,0,2,mid
9799,2,4,0,1,mid
9800,5,0,0,1,high
9801,4,4,1,2,mid
9802,1,0,0,3,high
9803,5,0,0,3,high
9804,4,1,0,0,low
9805,0,2,0,3,mid
9806,2,0,0,1,high
9807,2,1,0,2,low
9808,4,3,0,0,mid
9809,2,0,0,1,high
9810,1,1,1,0,low
9811,1,1,0,0,low
9812,3,3,0,2,mid
9813,3,0,1,0,high
9814,0,4,1,0,mid
9815,5,1,1,3,mid
9816,1,1,1,0,mid
9817,2,2,0,3,mid
9818,1,4,0,0,mid
9819,0,4,0,1,mid
9820,5,3,0,2,mid
9821,0,4,0,2,mid
9822,5,3,1,2,mid
9823,1,0,0,2,high
9824,0,3,0,2,mid
9825,2,4,0,1,mid
9826,0,1,0,2,low
9827,5,0,0,1,high
9828,0,4,0,0,mid
9829,4,2,1,0,mid
9830,0,0,0,1,high
9831,2,1,0,2,low
9832,0,4,0,2,mid
9833,0,3,0,1,mid
9834,4,3,0,1,mid
9835,5,3,1,0,mid
9836,1,2,1,0,mid
9837,2,0,1,1,high
9838,0,0,1,0,high
9839,5,2,0,3,mid
9840,0,0,0,2,high
9841,3,3,0,2,mid
9842,0,4,1,2,mid
9843,3,3,0,3,mid
9844,0,4,0,2,mid
9845,2,3,0,2,mid
9846,5,2,0,1,mid
9847,0,4,0,1,mid
9848,2,2,1,3,mid
9849,5,1,0,3,mid
9850,1,1,1,0,low
9851,2,1,1,3,low
9852,2,3,0,0,mid
9853,1,2,1,1,mid
9854,3,2,1,1,mid
9855,3,2,1,1,mid
9856,0,3,1,1,mid
9857,1,2,0,1,mid
9858,5,0,1,3,high
9859,2,1,1,2,low
9860,4,4,0,1,mid
9861,2,2,0,1,mid
9862,0,4,0,0,mid
9863,2,3,1,1,mid
9864,0,3,1,3,mid
9865,0,1,1,1,mid
9866,4,3,1,1,mid
9867,4,2,0,3,high
9868,2,1,0,0,mid
9869,3,3,1,1,mid
9870,2,0,0,2,high
9871,5,0,1,0,high
9872,4,1,1,0,mid
9873,3,3,0,1,mid
9874,0,1,1,2,mid
9875,1,0,1,1,high
9876,5,3,0,1,mid
9877,1,4,0,0,mid
9878,0,2,0,1,mid
9879,0,1,0,0,mid
9880,4,1,1,2,mid
9881,1,2,0,2,mid
9882,3,0,0,0,high
9883,2,0,1,3,high
9884,5,0,0,1,high
9885,0,1,1,3,mid
9886,1,0,0,1,high
9887,0,3,1,0,mid
9888,4,3,0,0,mid
9889,1,4,1,2,mid
9890,1,1,1,2,mid
9891,0,4,1,1,mid
9892,0,1,0,3,low
9893,1,3,1,1,mid
9894,5,3,1,1,mid
9895,5,3,0,0,mid
9896,2,4,1,1,mid
9897,4,2,0,2,mid
9898,5,1,1,1,mid
9899,0,0,0,2,high
9900,4,1,1,2,low
9901,4,2,1,0,mid
9902,1,3,1,1,mid
9903,2,3,1,1,mid
9904,4,3,0,3,mid
9905,4,0,0,2,high
9906,1,1,0,2,mid
9907,0,4,0,2,mid
9908,1,2,1,1,mid
9909,3,3,1,3,mid
9910,0,2,0,3,mid
9911,0,0,1,0,high
9912,5,3,0,3,mid
9913,4,4,0,0,mid
9914,4,0,0,3,high
9915,0,3,0,1,mid
9916,5,1,0,3,mid
9917,2,2,1,0,mid
9918,4,1,0,2,low
9919,5,3,1,2,mid
9920,1,3,0,1,mid
9921,5,3,1,2,mid
9922,5,2,1,0,mid
9923,3,1,1,0,mid
9924,2,4,1,3,mid
9925,3,1,1,2,low
9926,0,3,1,3,mid
9927,0,0,0,1,high
9928,4,1,1,0,low
9929,3,4,0,1,mid
9930,1,1,1,2,low
9931,4,1,1,3,low
9932,2,4,0,1,mid
9933,1,4,1,2,mid
9934,5,2,0,1,mid
9935,0,3,1,1,mid
9936,1,2,0,0,mid
9937,1,4,1,0,mid
9938,0,0,0,2,high
9939,4,0,1,0,high
9940,2,0,0,3,high
9941,3,1,0,2,mid
9942,5,2,0,0,mid
9943,5,2,0,1,mid
9944,4,3,1,3,mid
9945,4,1,1,2,low
9946,3,2,0,2,mid
9947,5,4,0,3,mid
9948,3,3,0,3,mid
9949,4,1,1,1,low
9950,3,4,1,1,mid
9951,4,4,1,2,mid
9952,3,3,1,1,mid
9953,5,3,1,0,mid
9954,0,0,1,0,high
9955,5,3,0,2,mid
9956,1,4,1,2,mid
9957,0,3,1,3,mid
9958,0,1,0,1,mid
9959,2,1,1,3,mid
9960,1,3,0,0,mid
9961,5,3,0,1,mid
9962,1,4,0,0,mid
9963,5,3,1,1,mid
9964,1,2,1,0,mid
9965,3,1,1,1,mid
9966,5,2,0,3,mid
9967,1,1,0,2,mid
9968,5,2,0,2,mid
9969,1,3,1,3,mid
9970,4,2,0,2,mid
9971,1,1,1,1,low
9972,4,2,0,2,mid
9973,5,2,0,2,mid
9974,1,2,1,1,mid
9975,4,0,1,0,high
9976,3,2,1,1,mid
9977,2,4,1,1,mid
9978,5,4,0,0,mid
9979,0,4,0,0,mid
9980,1,2,0,0,mid
9981,1,1,0,2,low
9982,0,1,0,3,mid
9983,4,4,1,2,mid
9984,5,2,0,1,mid
9985,5,0,0,1,high
9986,3,2,0,1,mid
9987,5,2,1,1,mid
9988,0,0,0,0,high
9989,0,2,1,3,mid
9990,1,4,0,3,mid
9991,3,1,1,1,mid
9992,5,4,0,0,mid
9993,3,3,1,2,mid
9994,2,3,0,0,mid
9995,3,1,1,0,low
9996,2,0,0,3,high
9997,4,3,0,0,mid
9998,4,4,0,0,mid
9999,1,0,1,2,high
10000,3,3,1,1,mid
10001,3,4,0,1,mid
10002,5,3,0,2,mid
10003,1,1,0,3,low
10004,5,3,0,1,mid
10005,1,0,1,1,high
10006,1,3,0,2,mid
10007,1,1,0,0,mid
10008,3,2,1,1,mid
10009,1,1,0,0,mid
10010,4,3,0,3,mid
10011,4,2,0,2,mid
10012,1,1,0,2,low
10013,4,0,1,3,high
10014,0,3,0,0,mid
10015,4,1,1,0,mid
10016,3,0,0,1,high
10017,0,3,1,1,mid
10018,3,1,0,2,mid
10019,3,4,0,0,mid
10020,5,4,0,2,mid
10021,2,1,1,2,low
10022,2,2,0,2,mid
10023,1,4,1,2,mid
10024,0,2,1,2,mid
10025,2,4,1,2,mid
10026,4,4,1,0,mid
10027,1,3,1,0,mid
10028,0,3,1,2,mid
10029,2,0,1,3,high
10030,3,2,1,1,mid
10031,2,1,0,2,low
10032,2,3,1,2,mid
10033,2,0,1,3,high
10034,4,4,1,0,mid
10035,4,3,1,3,mid
10036,2,2,0,3,mid
10037,2,1,1,2,low
10038,5,3,0,0,mid
10039,0,4,1,3,mid
10040,5,1,1,0,low
10041,1,0,1,3,high
10042,1,2,1,1,mid
10043,1,4,0,3,mid
10044,2,0,0,3,high
10045,5,2,0,2,mid
10046,4,2,1,0,mid
10047,1,2,1,1,mid
10048,4,3,0,2,mid
10049,3,4,1,0,mid
10050,5,1,0,0,low
10051,5,3,1,0,mid
10052,2,3,1,1,mid
10053,0,3,0,3,mid
10054,5,4,1,3,mid
10055,0,3,1,3,mid
10056,0,4,0,2,mid
10057,1,0,1,1,high
10058,1,3,0,3,mid
10059,5,4,0,0,mid
10060,4,2,0,0,mid
10061,4,4,1,0,mid
10062,0,0,1,0,high
10063,0,1,0,1,mid
10064,4,0,1,3,high
10065,3,4,1,1,mid
10066,2,4,1,3,mid
10067,2,3,1,1,mid
10068,1,4,1,3,mid
10069,2,3,0,1,mid
10070,5,3,0,0,mid
10071,2,0,0,1,high
10072,0,4,0,0,mid
10073,2,1,0,3,mid
10074,0,4,1,2,mid
10075,1,2,0,3,mid
10076,4,0,0,3,high
10077,0,4,1,2,mid
10078,2,2,0,1,mid
10079,2,3,0,3,mid
10080,2,0,1,3,high
10081,5,4,0,2,mid
10082,4,4,1,3,mid
10083,3,1,0,3,mid
10084,3,2,1,2,mid
10085,4,0,1,3,high
10086,4,1,0,1,mid
10087,1,1,1,2,mid
10088,1,3,1,3,mid
10089,4,4,0,0,mid
10090,2,0,0,2,high
10091,1,2,1,2,mid
10092,4,4,1,0,mid
10093,5,2,1,3,mid
10094,1,2,0,0,mid
10095,1,3,0,3,mid
10096,1,4,1,1,mid
10097,2,0,1,2,high
10098,3,3,0,0,mid
10099,1,3,1,0,mid
10100,5,2,1,0,mid
10101,0,0,1,3,high
10102,1,0,0,1,high
10103,1,0,0,3,high
10104,0,2,0,2,mid
10105,5,1,0,2,mid
10106,2,0,1,3,high
10107,4,1,1,3,mid
10108,0,4,0,1,mid
10109,3,1,0,3,low
10110,4,1,0,1,low
10111,1,3,0,2,mid
10112,2,3,0,1,mid
10113,1,2,1,2,mid
10114,5,4,0,3,mid
10115,3,2,1,2,mid
10116,5,1,0,1,mid
10117,3,2,1,1,mid
10118,4,2,1,0,mid
10119,1,2,1,2,mid
10120,2,3,0,3,mid
10121,2,2,1,1,mid
10122,4,0,1,3,high
10123,4,0,0,3,high
10124,1,1,0,0,low
10125,0,2,0,1,mid
10126,1,3,0,2,mid
10127,1,3,0,3,mid
10128,1,0,1,3,high
10129,4,3,0,3,mid
10130,1,0,1,0,high
10131,3,0,1,0,high
10132,0,1,0,3,low
10133,4,4,0,1,mid
10134,4,1,0,2,mid
10135,0,3,1,0,mid
10136,5,1,1,1,low
10137,1,3,1,0,mid
10138,0,1,0,0,mid
10139,0,0,1,3,high
10140,3,3,1,1,mid
10141,2,1,0,0,mid
10142,4,1,0,3,mid
10143,4,0,1,2,high
10144,4,4,1,1,mid
10145,1,1,1,0,mid
10146,4,3,1,3,mid
10147,2,1,0,0,low
10148,3,1,1,2,low
10149,2,1,1,1,low
10150,1,0,1,1,high
10151,3,4,0,3,mid
10152,4,2,1,2,mid
10153,0,0,0,2,high
10154,3,4,1,2,mid
10155,4,1,1,2,mid
10156,1,1,0,0,mid
10157,3,3,0,2,mid
10158,4,0,1,2,high
10159,5,1,0,0,mid
10160,1,3,1,1,mid
10161,2,0,0,3,high
10162,4,4,1,2,mid
10163,4,0,0,2,high
10164,2,4,1,2,mid
10165,3,4,0,2,mid
10166,4,1,0,2,low
10167,2,1,0,1,mid
10168,2,4,0,3,mid
10169,2,0,1,2,high
10170,1,1,0,0,mid
10171,5,0,0,0,high
10172,4,1,1,2,mid
10173,1,0,0,3,high
10174,2,0,0,2,high
10175,5,3,1,1,mid
10176,4,3,0,3,mid
10177,2,0,0,2,high
10178,3,2,0,1,mid
10179,4,3,0,3,mid
10180,4,0,0,3,high
10181,1,3,1,1,mid
10182,1,3,1,3,mid
10183,5,3,0,1,mid
10184,0,3,0,1,mid
10185,5,2,0,2,mid
10186,4,0,1,2,high
10187,0,3,0,3,mid
10188,2,1,1,0,mid
10189,5,0,0,0,high
10190,2,2,0,3,mid
10191,2,1,0,1,low
10192,2,1,1,1,mid
10193,4,3,1,2,mid
10194,4,4,0,1,mid
10195,3,3,1,0,mid
10196,1,1,1,3,mid
10197,4,3,0,0,mid
10198,4,2,1,3,mid
10199,0,0,0,0,high
10200,5,1,1,1,mid
10201,3,1,0,0,mid
10202,5,0,1,2,high
10203,1,4,1,0,mid
10204,4,2,1,0,mid
10205,1,1,0,0,mid
10206,0,3,1,1,mid
10207,1,3,1,0,mid
10208,1,4,0,2,mid
10209,2,1,0,0,mid
10210,4,4,0,0,mid
10211,5,4,0,1,mid
10212,0,1,0,2,low
10213,1,0,1,1,high
10214,0,4,1,2,mid
10215,5,3,0,0,mid
10216,1,2,0,3,mid
10217,5,3,0,2,mid
10218,2,2,1,1,mid
10219,1,2,0,0,mid
10220,0,0,1,0,high
10221,4,4,0,1,mid
10222,2,4,0,0,mid
10223,3,0,1,0,high
10224,3,3,0,3,mid
10225,1,4,1,3,mid
10226,1,2,0,1,mid
10227,4,1,0,3,low
10228,5,1,1,1,mid
10229,4,2,1,3,mid
10230,2,1,1,0,mid
10231,2,2,0,2,mid
10232,0,1,0,3,low
10233,1,3,0,2,mid
10234,1,1,0,1,low
10235,5,2,1,2,mid
